"ESTU_TIPODOCUMENTO","ESTU_NACIONALIDAD","ESTU_GENERO","ESTU_MCPIO_RESIDE","COLE_AREA_UBICACION","COLE_NOMBRE_SEDE","DESEMP_LECTURA_CRITICA","DESEMP_MATEMATICAS","DESEMP_C_NATURALES","DESEMP_SOCIALES_CIUDADANAS","DESEMP_INGLES","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_C_NATURALES","PUNT_SOCIALES_CIUDADANAS","PUNT_INGLES","PUNT_GLOBAL","PERCENTIL_LECTURA_CRITICA","PERCENTIL_MATEMATICAS","PERCENTIL_C_NATURALES","PERCENTIL_SOCIALES_CIUDADANAS","PERCENTIL_INGLES","PERCENTIL_GLOBAL"
"TI","COLOMBIA","F","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",3,3,2,1,"A2",56,61,54,28,60,253,41,58,47,3,50,37
"CC","COLOMBIA","M","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",3,2,2,2,"A2",61,49,52,49,63,268,57,32,43,38,54,43
"CC","COLOMBIA","F","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",2,3,2,2,"A-",50,51,41,41,45,228,28,36,19,23,26,26
"CC","COLOMBIA","F","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",2,2,1,2,"A-",38,39,34,43,43,194,6,14,7,27,21,12
"CC","COLOMBIA","M","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",4,3,2,3,"A-",70,61,54,61,44,301,83,57,47,63,24,57
"TI","COLOMBIA","F","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",2,1,1,1,"A-",36,23,39,37,38,170,4,1,16,15,14,4
"CC","COLOMBIA","M","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",3,3,3,2,"A1",61,57,64,54,55,293,58,50,70,49,41,54
"CC","COLOMBIA","M","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",3,2,1,2,"A-",53,44,35,45,37,218,35,23,9,32,12,22
"CC","COLOMBIA","F","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",2,2,2,2,"A-",45,42,41,41,33,208,18,19,21,23,8,18
"CC","COLOMBIA","F","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",2,2,2,2,"A-",48,45,48,41,43,227,22,23,34,23,22,26
"TI","COLOMBIA","M","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",2,2,1,2,"A-",45,42,37,41,38,205,18,19,12,23,14,17
"CC","COLOMBIA","F","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",3,3,2,2,"A-",58,52,49,54,45,263,49,39,37,48,25,41
"CC","COLOMBIA","M","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",4,3,3,3,"B1",69,56,56,58,70,303,79,47,52,58,63,58
"CC","COLOMBIA","F","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",4,3,2,3,"B1",67,55,42,60,71,286,74,45,22,62,65,51
"TI","COLOMBIA","M","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",3,3,3,3,"A1",51,55,56,56,54,272,29,44,51,52,41,45
"TI","COLOMBIA","M","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",3,3,2,3,"A1",60,53,48,61,54,277,55,40,35,63,40,47
"CC","COLOMBIA","F","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",2,2,2,1,"A-",46,39,44,33,45,204,20,14,26,9,25,16
"TI","COLOMBIA","F","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",3,3,2,2,"A2",61,51,55,55,59,279,55,35,48,50,48,47
"TI","COLOMBIA","F","CALI","URBANO","ESCUELA DE GESTION Y FORMACION EMPRESARIAL - SEDE PRINCIPAL",3,2,2,2,"A-",63,47,48,54,31,257,63,28,35,48,6,38
"TI","COLOMBIA","M","CALI","URBANO","GIMNASIO VIRTUAL SAN FRANCISCO DE ASÍS - SEDE PRINCIPAL",2,3,2,1,"A2",49,54,49,39,61,244,26,41,37,19,51,33
"CC","COLOMBIA","M","CALI","URBANO","GIMNASIO VIRTUAL SAN FRANCISCO DE ASÍS - SEDE PRINCIPAL",3,3,3,3,"B+",65,67,66,69,86,341,68,73,75,82,95,78
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO EL BOSQUE",3,4,3,3,"B1",59,71,66,68,71,332,50,81,75,81,64,73
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO EL BOSQUE",3,4,3,3,"B1",65,73,66,58,69,329,69,88,75,57,62,71
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO EL BOSQUE",3,3,2,2,"A1",64,53,48,47,49,263,65,39,35,34,32,41
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO EL BOSQUE",3,3,3,2,"A2",61,61,65,41,61,287,58,57,74,23,51,51
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO EL BOSQUE",4,3,3,3,"A-",69,70,64,63,44,324,79,81,72,68,23,68
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO EL BOSQUE",3,3,2,2,"A2",61,60,51,53,59,282,56,56,41,46,48,49
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO EL BOSQUE",3,3,3,3,"A2",57,64,61,56,63,299,45,64,62,52,54,56
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO EL BOSQUE",3,2,2,2,"A1",56,47,49,50,57,255,43,28,36,42,44,38
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO EL BOSQUE",3,3,3,2,"B1",56,51,60,53,70,281,43,36,60,47,63,48
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO EL BOSQUE",3,3,2,2,"A2",57,54,50,48,59,264,44,42,38,37,48,41
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO EL BOSQUE",3,3,2,2,"B1",55,51,55,43,68,262,41,36,48,26,60,40
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO CREAD",3,2,2,2,"A2",53,48,54,54,65,266,35,29,47,48,56,42
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO CREAD",2,3,2,2,"A2",49,56,53,49,59,262,27,47,44,39,47,40
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO CREAD",3,3,3,3,"B1",61,68,60,60,76,317,56,74,59,61,73,65
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO CREAD",3,4,3,3,"B1",61,77,64,62,77,334,57,93,71,66,75,74
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO CREAD",3,3,3,3,"B1",61,56,62,66,74,311,58,46,64,75,70,62
"TI","COLOMBIA","F","CALI","URBANO","COLEGIO CREAD",3,2,2,2,"A2",53,44,50,49,58,248,34,23,40,40,47,35
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO CREAD",4,4,3,2,"A2",66,84,59,54,62,327,71,99,57,49,53,70
"TI","COLOMBIA","M","CALI","URBANO","COLEGIO CREAD",4,3,3,4,"B1",73,68,65,76,71,353,90,74,74,95,65,84
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",3,2,2,2,"A1",59,44,41,48,54,242,52,21,19,37,40,32
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",4,3,4,3,"B1",69,66,71,69,68,343,81,68,88,83,60,79
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",3,3,2,2,"A2",63,60,54,52,66,290,63,55,46,45,58,52
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",4,3,3,3,"B+",75,69,66,66,83,350,93,77,75,75,88,83
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",4,3,3,3,"A2",69,66,67,67,60,333,81,69,78,79,50,73
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",3,3,3,3,"A1",59,56,56,57,57,285,50,46,50,55,45,50
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",2,3,3,2,"A1",49,54,60,55,50,271,26,43,59,51,34,44
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",4,3,3,3,"A2",67,66,60,59,59,313,73,70,60,60,48,63
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",4,4,3,3,"B1",71,78,56,57,74,331,84,94,51,55,70,72
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",4,4,3,2,"B+",69,75,64,52,83,332,79,91,70,44,88,73
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",4,3,3,3,"A2",69,64,65,61,62,323,80,65,72,64,53,68
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",2,2,2,1,"A1",44,40,49,39,50,218,16,15,37,19,34,22
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",2,3,2,1,"A1",43,57,51,38,48,237,13,48,41,17,30,30
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",3,3,3,3,"A1",57,59,62,58,56,294,46,52,65,56,43,54
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",4,4,3,3,"A2",69,71,70,70,62,347,80,82,86,85,53,81
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",3,3,3,3,"A2",63,65,63,62,58,314,63,67,68,67,46,64
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",4,4,4,4,"B+",70,73,71,72,85,363,82,86,88,89,94,89
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",2,3,2,2,"A1",50,57,51,48,56,259,28,49,40,38,43,39
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",3,3,3,3,"B1",65,70,68,68,77,342,67,79,80,80,76,78
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",4,3,3,3,"B1",72,62,70,65,72,338,88,60,87,72,66,76
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",3,3,2,2,"A2",51,53,55,47,66,263,30,39,48,34,58,41
"CC","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",4,3,3,3,"A1",70,55,59,70,55,314,83,44,59,85,42,64
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",3,3,3,3,"A2",61,62,58,57,60,298,55,59,55,54,50,56
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",3,3,2,2,"A1",52,51,50,46,57,252,34,35,38,34,45,36
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",3,3,3,2,"A1",55,51,56,55,55,272,41,36,52,51,43,45
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",3,3,3,3,"A2",65,59,67,67,67,323,70,54,80,78,59,68
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",4,3,3,3,"A2",68,66,61,61,67,321,77,70,63,64,59,67
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",3,3,2,2,"A1",56,62,47,49,55,268,43,60,32,40,42,43
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",4,4,3,3,"B1",71,79,68,63,69,351,85,96,81,67,62,83
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",3,3,2,2,"A1",53,52,46,43,51,243,35,37,31,27,36,33
"CC","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",3,3,3,3,"B1",64,58,65,58,74,311,64,51,72,56,70,62
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",3,3,2,2,"A-",55,54,46,49,32,248,40,43,30,38,7,35
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",3,3,2,3,"B1",62,59,55,63,73,304,59,53,48,68,68,59
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",3,3,3,2,"A2",54,65,56,54,60,287,37,67,51,48,49,51
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",4,3,3,3,"B1",70,58,58,63,71,315,82,52,55,68,65,64
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",3,3,3,1,"A1",51,55,57,39,57,255,30,43,53,20,45,38
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",3,3,3,2,"A2",54,57,60,55,62,285,37,48,61,51,53,50
"CC","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",3,3,1,2,"A1",52,54,39,42,48,234,32,42,16,26,30,29
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",3,3,3,2,"A2",53,59,57,54,58,280,36,53,52,49,46,48
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",3,3,3,2,"A1",58,58,56,51,53,278,48,50,51,44,39,47
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",3,3,3,2,"A2",60,65,59,54,66,300,54,67,57,49,58,57
"TI","COLOMBIA","F","CALI","URBANO","COMFANDI MIRAFLORES",4,3,3,3,"B1",72,70,70,68,71,350,88,81,86,79,64,83
"TI","COLOMBIA","M","CALI","URBANO","COMFANDI MIRAFLORES",4,4,4,3,"B1",68,73,71,64,73,347,77,87,89,71,67,81
